Location,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Victim_Age,Victim_Sex,Victim_Descent,Premise_Description,Weapon_Used_Code,Status,Status_Description,Crime_Category
6TH ST,34.047,-118.2526,1/6/2020 0:00,1/6/2020 0:00,755,1,Central,153,1,61,X,X,SIDEWALK,500,AA,Adult Arrest,Violent Crimes
9300 TAMPA AV,34.244,-118.5583,1/6/2020 0:00,1/6/2020 0:00,2000,17,Devonshire,1764,1,26,M,H,RESTAURANT/FAST FOOD,106,IC,Invest Cont,Violent Crimes
92ND ST,33.956,-118.2772,1/6/2020 0:00,1/6/2020 0:00,1940,18,Southeast,1802,1,37,M,H,SIDEWALK,400,JA,Juv Arrest,Property Crimes
COMMERCIAL ST,34.0527,-118.2398,1/6/2020 0:00,1/6/2020 0:00,930,1,Central,127,1,22,M,H,STREET,207,IC,Invest Cont,Violent Crimes
SANTA MONICA BL,34.0451,-118.453,1/6/2020 0:00,1/6/2020 0:00,1100,8,West LA,853,2,54,F,B,BUS STOP,400,IC,Invest Cont,Violent Crimes
SANTA MONICA,34.0554,-118.4266,1/6/2020 0:00,1/6/2020 0:00,2255,8,West LA,836,1,31,F,W,SIDEWALK,400,IC,Invest Cont,Property Crimes
2200 PARKSIDE AV,34.0705,-118.2001,1/6/2020 0:00,1/6/2020 0:00,930,4,Hollenbeck,424,2,38,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,JO,Juv Other,Violent Crimes
700 S MARIPOSA AV,34.0577,-118.2987,1/6/2020 0:00,1/6/2020 0:00,915,20,Olympic,2035,2,32,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AA,Adult Arrest,Violent Crimes
4100 S WESTERN AV,34.0099,-118.3089,1/6/2020 0:00,1/6/2020 0:00,1010,3,Southwest,395,1,47,F,H,HOTEL,400,AA,Adult Arrest,Property Crimes
1400 S ALAMEDA ST,34.0245,-118.244,1/6/2020 0:00,1/6/2020 0:00,500,13,Newton,1317,2,25,M,H,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",511,IC,Invest Cont,Crimes against Public Order
VINELAND,34.1405,-118.3702,1/6/2020 0:00,1/6/2020 0:00,1616,15,N Hollywood,1585,2,24,M,W,STREET,400,AO,Adult Other,Violent Crimes
VERNON AV,34.0039,-118.2565,1/6/2020 0:00,1/6/2020 0:00,2045,13,Newton,1364,2,30,F,B,"VEHICLE, PASSENGER/TRUCK",400,AO,Adult Other,Violent Crimes
7600 THOUSAND OAKS DR,34.252,-118.298,1/7/2020 0:00,1/5/2020 0:00,1500,16,Foothill,1668,2,26,F,W,STREET,400,AO,Adult Other,Violent Crimes
4800 W SUNSET BL,34.0982,-118.294,1/7/2020 0:00,1/6/2020 0:00,2000,11,Northeast,1151,2,0,X,X,HOSPITAL,400,IC,Invest Cont,Property Crimes
15200 COHASSET ST,34.2067,-118.464,1/7/2020 0:00,1/7/2020 0:00,1820,9,Van Nuys,904,2,35,F,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
AVENUE 50,34.1072,-118.2037,1/7/2020 0:00,1/7/2020 0:00,1720,11,Northeast,1137,1,38,M,H,STREET,500,IC,Invest Cont,Property Crimes
500 CAMULOS ST,34.0354,-118.2077,1/7/2020 0:00,1/7/2020 0:00,215,4,Hollenbeck,467,1,49,M,H,SINGLE FAMILY DWELLING,109,AA,Adult Arrest,Violent Crimes
COLUMBUS AV,34.2247,-118.4655,1/7/2020 0:00,1/7/2020 0:00,1930,19,Mission,1983,1,22,M,H,STREET,102,IC,Invest Cont,Crimes against Public Order
20900 ROSCOE BL,34.22,-118.5885,1/7/2020 0:00,1/7/2020 0:00,1100,21,Topanga,2126,2,27,M,H,SHOPPING MALL (COMMON AREA),500,IC,Invest Cont,Violent Crimes
1300 WILCOX AV,34.0944,-118.331,1/7/2020 0:00,1/7/2020 0:00,50,6,Hollywood,666,2,0,X,X,POLICE FACILITY,400,AA,Adult Arrest,Violent Crimes
100 N BEAUDRY AV,34.0591,-118.2542,1/7/2020 0:00,1/7/2020 0:00,1335,2,Rampart,239,1,45,M,B,STREET,101,AO,Adult Other,Violent Crimes
1900 S ALAMEDA ST,34.0245,-118.244,1/7/2020 0:00,1/7/2020 0:00,1215,13,Newton,1317,2,38,M,H,OTHER BUSINESS,400,IC,Invest Cont,Violent Crimes
4100 E ABNER ST,34.0657,-118.1927,1/7/2020 0:00,1/7/2020 0:00,345,4,Hollenbeck,437,1,23,F,H,PARKING LOT,102,AO,Adult Other,Violent Crimes
800 W 83RD ST,33.9637,-118.2871,1/7/2020 0:00,1/7/2020 0:00,400,12,77th Street,1267,2,14,F,B,SIDEWALK,400,IC,Invest Cont,Violent Crimes
4200 S FIGUEROA ST,34.0072,-118.2827,1/7/2020 0:00,1/7/2020 0:00,2310,3,Southwest,399,2,28,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,IC,Invest Cont,Crimes against Public Order
1800 W SUNSET BL,34.0832,-118.2572,1/7/2021 0:00,1/6/2020 0:00,1320,11,Northeast,1183,2,26,F,O,RESTAURANT/FAST FOOD,400,IC,Invest Cont,Violent Crimes
800 W 146TH ST,33.8996,-118.2894,1/7/2021 0:00,12/8/2020 0:00,900,18,Southeast,1871,2,42,F,H,SINGLE FAMILY DWELLING,511,IC,Invest Cont,Crimes against Public Order
800 S HOBART BL,34.0577,-118.3053,1/8/2020 0:00,1/7/2020 0:00,2130,20,Olympic,2033,1,29,F,H,SINGLE FAMILY DWELLING,102,AA,Adult Arrest,Violent Crimes
41ST,34.0086,-118.2474,1/8/2020 0:00,1/7/2020 0:00,1330,13,Newton,1346,1,15,M,H,SIDEWALK,400,IC,Invest Cont,Property Crimes
300 S NEW HAMPSHIRE AV,34.0691,-118.2929,1/8/2020 0:00,1/8/2020 0:00,1215,20,Olympic,2026,2,35,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Property Crimes
1100 S FAIRFAX AV,34.0558,-118.3649,1/8/2020 0:00,1/8/2020 0:00,1030,7,Wilshire,753,2,52,F,W,PARKING LOT,400,IC,Invest Cont,Violent Crimes
900 S WESTMORELAND AV,34.0537,-118.2891,1/8/2020 0:00,1/8/2020 0:00,1055,20,Olympic,2058,2,22,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
9400 VIA VENEZIA,34.2134,-118.3379,1/8/2020 0:00,1/8/2020 0:00,230,16,Foothill,1677,1,20,F,B,DRIVEWAY,400,AO,Adult Other,Property Crimes
500 E 95TH ST,33.9502,-118.2662,1/8/2020 0:00,1/8/2020 0:00,1945,18,Southeast,1823,2,47,F,B,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
JAMES M WOOD,34.0561,-118.2941,1/8/2020 0:00,1/8/2020 0:00,1340,20,Olympic,2046,2,20,F,H,SIDEWALK,400,AO,Adult Other,Violent Crimes
5100 S WESTERN AV,33.9969,-118.3089,1/8/2020 0:00,1/8/2020 0:00,140,12,77th Street,1203,1,41,M,H,SINGLE FAMILY DWELLING,109,IC,Invest Cont,Violent Crimes
19200 LINNET ST,34.1691,-118.5512,1/8/2020 0:00,1/8/2020 0:00,1300,10,West Valley,1061,1,62,F,O,SINGLE FAMILY DWELLING,200,IC,Invest Cont,Violent Crimes
BROADWAY BL,33.9942,-118.2783,1/8/2020 0:00,1/8/2020 0:00,2340,13,Newton,1371,2,36,F,H,STREET,400,AA,Adult Arrest,Violent Crimes
1200 S BLUFF CREEK DR,33.9735,-118.4183,1/8/2020 0:00,1/8/2020 0:00,1240,14,Pacific,1464,2,27,F,B,PARK/PLAYGROUND,400,AA,Adult Arrest,Violent Crimes
100 W 91ST ST,33.9538,-118.2739,1/8/2020 0:00,1/8/2020 0:00,1730,18,Southeast,1802,1,25,M,B,SINGLE FAMILY DWELLING,212,AO,Adult Other,Violent Crimes
8900 ORION AV,34.2319,-118.472,1/8/2021 0:00,12/25/2020 0:00,900,19,Mission,1971,1,55,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
2100 RODNEY DR,34.11,-118.2893,1/9/2020 0:00,1/2/2020 0:00,1400,11,Northeast,1142,1,59,F,W,SINGLE FAMILY DWELLING,500,IC,Invest Cont,Property Crimes
3300 DERONDA DR,34.1271,-118.3196,1/9/2020 0:00,1/8/2020 0:00,950,6,Hollywood,627,2,56,M,H,SIDEWALK,400,AO,Adult Other,Violent Crimes
4TH,34.0454,-118.2422,1/9/2020 0:00,1/9/2020 0:00,1040,1,Central,138,1,26,F,W,SIDEWALK,400,AO,Adult Other,Property Crimes
5100 ECHO ST,34.1048,-118.1996,1/9/2020 0:00,1/9/2020 0:00,200,11,Northeast,1169,2,37,F,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
8600 SHARP AV,34.2261,-118.4034,1/9/2020 0:00,1/9/2020 0:00,1730,16,Foothill,1681,2,56,F,H,SINGLE FAMILY DWELLING,511,AA,Adult Arrest,Crimes against Public Order
600 S ARDMORE AV,34.0636,-118.3016,1/9/2020 0:00,1/9/2020 0:00,245,20,Olympic,2024,1,25,M,H,SIDEWALK,302,IC,Invest Cont,Violent Crimes
4300 CRENSHAW BL,34.0054,-118.3338,1/9/2020 0:00,1/9/2020 0:00,1554,3,Southwest,393,1,19,X,X,CELL PHONE STORE,113,IC,Invest Cont,Property Crimes
900 S CARONDELET ST,34.0549,-118.2833,1/9/2020 0:00,1/9/2020 0:00,850,2,Rampart,271,2,30,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AA,Adult Arrest,Violent Crimes
10500 CROESUS AV,33.9406,-118.2338,1/9/2020 0:00,1/9/2020 0:00,300,18,Southeast,1839,2,19,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,IC,Invest Cont,Crimes against Public Order
DESMOND,34.2736,-118.4321,1/9/2020 0:00,1/9/2020 0:00,1000,16,Foothill,1622,1,52,M,H,STREET,500,IC,Invest Cont,Crimes against Public Order
VIRGIL,34.0982,-118.2874,1/9/2020 0:00,1/9/2020 0:00,1250,11,Northeast,1162,2,7,M,H,STREET,400,AA,Adult Arrest,Violent Crimes
3400 PERCY ST,34.0287,-118.1999,1/9/2020 0:00,1/9/2020 0:00,1800,4,Hollenbeck,478,2,32,F,B,HOSPITAL,400,AA,Adult Arrest,Violent Crimes
3900 WILSHIRE BL,34.0655,-118.3114,1/9/2020 0:00,1/9/2020 0:00,1650,20,Olympic,2022,2,18,M,O,MTA - PURPLE LINE - WILSHIRE/VERMONT,400,IC,Invest Cont,Violent Crimes
TOPANGA CANYON BL,34.2197,-118.606,1/9/2020 0:00,1/9/2020 0:00,1615,21,Topanga,2105,1,21,M,W,STREET,200,AO,Adult Other,Crimes against Public Order
2000 W MANCHESTER AV,33.96,-118.3134,1/9/2020 0:00,1/9/2020 0:00,1500,12,77th Street,1273,1,22,M,H,PARKING LOT,113,IC,Invest Cont,Property Crimes
300 W 97TH ST,33.9483,-118.2789,1/9/2021 0:00,12/31/2020 0:00,1300,18,Southeast,1822,2,31,M,H,SINGLE FAMILY DWELLING,511,IC,Invest Cont,Crimes against Public Order
900 S BROADWAY,34.0423,-118.2561,1/10/2020 0:00,1/8/2020 0:00,1845,1,Central,185,1,29,M,W,PARKING LOT,500,IC,Invest Cont,Property Crimes
6500 SAUSALITO AV,34.1878,-118.6161,1/10/2020 0:00,1/8/2020 0:00,110,21,Topanga,2144,2,66,F,W,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
800 W 62ND PL,33.9828,-118.287,1/10/2020 0:00,1/9/2020 0:00,1400,12,77th Street,1248,2,15,M,H,SIDEWALK,511,AO,Adult Other,Crimes against Public Order
3200 MALABAR ST,34.0449,-118.1943,1/10/2020 0:00,1/9/2020 0:00,1730,4,Hollenbeck,459,2,28,F,W,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
20300 SORRENTO LN,34.2782,-118.5774,1/10/2020 0:00,1/9/2020 0:00,2130,17,Devonshire,1701,2,55,M,W,PARKING LOT,400,IC,Invest Cont,Violent Crimes
4700 GLENALBYN DR,34.1012,-118.209,1/10/2020 0:00,1/9/2020 0:00,1800,11,Northeast,1148,1,51,M,H,SINGLE FAMILY DWELLING,218,IC,Invest Cont,Property Crimes
18600 CLARK ST,34.171,-118.5384,1/10/2020 0:00,1/9/2020 0:00,2300,10,West Valley,1063,2,42,M,O,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,IC,Invest Cont,Violent Crimes
300 N AVENUE 57,34.1127,-118.1942,1/10/2020 0:00,1/10/2020 0:00,256,11,Northeast,1118,2,50,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
CHANDLER,34.1681,-118.3765,1/10/2020 0:00,1/10/2020 0:00,2200,15,N Hollywood,1548,2,19,F,A,MTA BUS,400,AO,Adult Other,Violent Crimes
300 MIRALESTE DR,33.7426,-118.3195,1/10/2020 0:00,1/10/2020 0:00,1400,5,Harbor,551,2,64,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
4700 MORSE AV,34.1558,-118.416,1/10/2020 0:00,1/10/2020 0:00,20,9,Van Nuys,979,2,44,M,O,YARD (RESIDENTIAL/BUSINESS),111,IC,Invest Cont,Crimes against Public Order
11100 TAMARACK AV,34.2725,-118.4336,1/10/2020 0:00,1/10/2020 0:00,2125,16,Foothill,1622,1,41,F,H,PROJECT/TENEMENT/PUBLIC HOUSING,500,IC,Invest Cont,Crimes against Public Order
3RD ST,34.0567,-118.257,1/10/2020 0:00,1/10/2020 0:00,1530,2,Rampart,249,2,33,F,H,STREET,400,IC,Invest Cont,Violent Crimes
22900 ELKWOOD ST,34.2126,-118.6262,1/10/2020 0:00,1/10/2020 0:00,40,21,Topanga,2111,1,52,M,W,SINGLE FAMILY DWELLING,205,JA,Juv Arrest,Crimes against Public Order
1600 W 38TH ST,34.0174,-118.3089,1/10/2020 0:00,1/10/2020 0:00,1000,3,Southwest,375,1,23,F,H,SINGLE FAMILY DWELLING,500,AA,Adult Arrest,Property Crimes
S HOOVER ST,33.9747,-118.2871,1/10/2020 0:00,1/10/2020 0:00,1200,12,77th Street,1248,2,37,M,W,"VEHICLE, PASSENGER/TRUCK",400,IC,Invest Cont,Violent Crimes
22900 ELKWOOD ST,34.2126,-118.6262,1/10/2020 0:00,1/10/2020 0:00,40,21,Topanga,2111,2,43,F,H,OTHER BUSINESS,400,AA,Adult Arrest,Violent Crimes
9200 LANGDON AV,34.2374,-118.4698,1/10/2020 0:00,1/10/2020 0:00,1520,19,Mission,1961,2,46,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
14100 MULHOLLAND DR,34.138,-118.4376,1/10/2020 0:00,1/10/2020 0:00,630,9,Van Nuys,994,1,17,F,H,STREET,106,AO,Adult Other,Violent Crimes
800 E 103RD ST,33.9433,-118.2608,1/10/2020 0:00,1/10/2020 0:00,300,18,Southeast,1824,2,0,M,H,STREET,400,AA,Adult Arrest,Violent Crimes
5900 RESEDA BL,34.1775,-118.536,1/10/2020 0:00,1/10/2020 0:00,1740,10,West Valley,1044,2,49,M,O,STREET,400,IC,Invest Cont,Violent Crimes
7500 S WESTERN AV,33.9719,-118.309,1/10/2020 0:00,1/10/2020 0:00,1635,12,77th Street,1253,1,64,M,B,SIDEWALK,201,AO,Adult Other,Violent Crimes
1100 GLENDON AV,34.0608,-118.4444,1/10/2020 0:00,1/10/2020 0:00,2345,8,West LA,817,2,27,M,W,BAR/COCKTAIL/NIGHTCLUB,221,AA,Adult Arrest,Violent Crimes
LONGWOOD,34.0482,-118.3422,1/10/2020 0:00,1/10/2020 0:00,1815,7,Wilshire,765,1,14,M,H,SIDEWALK,400,IC,Invest Cont,Property Crimes
13400 BORDEN AV,34.3156,-118.4537,1/10/2021 0:00,12/24/2020 0:00,1400,19,Mission,1902,2,46,F,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
5500 KLUMP AV,34.17,-118.3752,1/11/2020 0:00,1/10/2020 0:00,1430,15,N Hollywood,1549,2,70,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
15200 RAYEN ST,34.2337,-118.463,1/11/2020 0:00,1/11/2020 0:00,1645,19,Mission,1972,2,35,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
2000 BARNETT WY,34.0665,-118.1726,1/11/2020 0:00,1/11/2020 0:00,1300,4,Hollenbeck,439,2,27,M,W,STREET,304,IC,Invest Cont,Property Crimes
7000 HOLLYWOOD BL,34.1016,-118.3417,1/11/2020 0:00,1/11/2020 0:00,1700,6,Hollywood,645,1,0,X,X,HEALTH SPA/GYM,219,IC,Invest Cont,Property Crimes
5300 SAN VICENTE BL,34.0522,-118.3494,1/11/2020 0:00,1/11/2020 0:00,205,7,Wilshire,745,2,26,F,O,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
1100 W 35TH ST,34.0246,-118.297,1/11/2020 0:00,1/11/2020 0:00,330,3,Southwest,357,2,25,M,B,SIDEWALK,400,IC,Invest Cont,Violent Crimes
500 S HILL ST,34.0488,-118.2518,1/11/2020 0:00,1/11/2020 0:00,1110,1,Central,153,2,65,F,H,MTA - PURPLE LINE - PERSHING SQUARE,400,IC,Invest Cont,Violent Crimes
500 RAMIREZ ST,34.0552,-118.2322,1/11/2020 0:00,1/11/2020 0:00,215,1,Central,119,1,22,M,H,PARKING LOT,216,IC,Invest Cont,Crimes against Public Order
10000 S VERMONT AV,33.9455,-118.2916,1/11/2020 0:00,1/11/2020 0:00,255,18,Southeast,1821,1,63,M,B,MINI-MART,400,IC,Invest Cont,Property Crimes
10200 SANTA MONICA BL,34.06,-118.42,1/11/2020 0:00,1/11/2020 0:00,1930,8,West LA,839,2,21,F,H,PARKING UNDERGROUND/BUILDING,400,AO,Adult Other,Violent Crimes
600 SAINT PAUL AV,34.0535,-118.2609,1/11/2020 0:00,1/11/2020 0:00,2040,2,Rampart,249,2,30,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
VERMONT AV,34.0674,-118.2916,1/11/2020 0:00,1/11/2020 0:00,1400,20,Olympic,2029,2,57,M,B,STREET,400,AO,Adult Other,Violent Crimes
3100 HYDE PARK BL,33.9807,-118.3265,1/11/2020 0:00,1/11/2020 0:00,800,12,77th Street,1241,2,26,M,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
600 SAINT PAUL AV,34.0535,-118.2609,1/11/2020 0:00,1/11/2020 0:00,2040,2,Rampart,249,2,27,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
4TH ST,34.0674,-118.2916,1/11/2020 0:00,1/11/2020 0:00,1400,20,Olympic,2029,2,56,F,B,SIDEWALK,400,AO,Adult Other,Violent Crimes
7800 WOODMAN AV,34.2127,-118.4309,1/11/2020 0:00,1/11/2020 0:00,1200,19,Mission,1999,2,46,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AA,Adult Arrest,Violent Crimes
5900 RESEDA BL,34.1775,-118.536,1/11/2020 0:00,1/11/2020 0:00,1043,10,West Valley,1044,1,38,M,B,PARKING LOT,204,AO,Adult Other,Crimes against Public Order
500 HAUSER BL,34.0662,-118.3506,1/11/2020 0:00,1/11/2020 0:00,1320,7,Wilshire,734,2,24,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
2000 PACIFIC AV,33.9856,-118.4705,1/11/2020 0:00,1/11/2020 0:00,1,14,Pacific,1431,2,27,M,W,SIDEWALK,400,IC,Invest Cont,Violent Crimes
17300 VENTURA BL,34.166,-118.5095,1/12/2020 0:00,1/10/2020 0:00,130,10,West Valley,1067,2,23,F,H,BAR/SPORTS BAR (OPEN DAY & NIGHT),400,AA,Adult Arrest,Violent Crimes
12100 VENTURA BL,34.1436,-118.3953,1/12/2020 0:00,1/11/2020 0:00,2300,15,N Hollywood,1591,1,0,X,X,RESTAURANT/FAST FOOD,102,AA,Adult Arrest,Property Crimes
8900 VENICE BL,34.0294,-118.3881,1/12/2020 0:00,1/11/2020 0:00,2330,14,Pacific,1409,1,23,F,H,DRUG STORE,212,IC,Invest Cont,Crimes against Public Order
6200 TOPANGA CANYON BL,34.1829,-118.6059,1/12/2020 0:00,1/11/2020 0:00,2300,21,Topanga,2156,1,25,F,H,RESTAURANT/FAST FOOD,400,IC,Invest Cont,Violent Crimes
113TH ST,33.9325,-118.2335,1/12/2020 0:00,1/11/2020 0:00,2030,18,Southeast,1849,2,34,M,H,"VEHICLE, PASSENGER/TRUCK",500,IC,Invest Cont,Property Crimes
6200 HOLLYWOOD BL,34.1017,-118.3245,1/12/2020 0:00,1/11/2020 0:00,2300,6,Hollywood,647,2,40,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,IC,Invest Cont,Violent Crimes
7000 CHIMINEAS AV,34.1975,-118.5284,1/12/2020 0:00,1/12/2020 0:00,50,10,West Valley,1025,2,28,M,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
HOLLYWOOD,34.1016,-118.3433,1/12/2020 0:00,1/12/2020 0:00,1410,6,Hollywood,645,2,52,F,O,STREET,400,IC,Invest Cont,Violent Crimes
900 S DACOTAH ST,34.0299,-118.2068,1/12/2020 0:00,1/12/2020 0:00,830,4,Hollenbeck,478,2,29,F,H,SIDEWALK,400,AO,Adult Other,Violent Crimes
1500 S LA CIENEGA BL,34.0507,-118.3761,1/12/2020 0:00,1/12/2020 0:00,330,7,Wilshire,762,2,19,F,O,SIDEWALK,400,IC,Invest Cont,Violent Crimes
18700 ROMAR ST,34.2542,-118.5411,1/12/2020 0:00,1/12/2020 0:00,2030,17,Devonshire,1754,2,23,F,W,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
18400 NAPA ST,34.2265,-118.5339,1/12/2020 0:00,1/12/2020 0:00,2305,17,Devonshire,1794,2,0,M,H,SIDEWALK,400,IC,Invest Cont,Violent Crimes
15100 CALIFA ST,34.1776,-118.4618,1/12/2020 0:00,1/12/2020 0:00,1000,9,Van Nuys,941,2,0,X,X,PUBLIC STORAGE,101,AA,Adult Arrest,Crimes against Public Order
500 W 105TH ST,33.9408,-118.2826,1/12/2020 0:00,1/12/2020 0:00,1915,18,Southeast,1841,1,63,F,H,STREET,102,IC,Invest Cont,Violent Crimes
3500 VERDUGO RD,34.1147,-118.2349,1/12/2020 0:00,1/12/2020 0:00,2000,11,Northeast,1135,2,27,M,H,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Violent Crimes
14200 NORDHOFF ST,34.2386,-118.4464,1/12/2020 0:00,1/12/2020 0:00,1420,19,Mission,1966,2,64,M,O,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,IC,Invest Cont,Violent Crimes
SATICOY,34.2085,-118.4023,1/12/2021 0:00,1/12/2020 0:00,140,15,N Hollywood,1503,1,26,M,H,STREET,200,IC,Invest Cont,Property Crimes
7300 MELROSE AV,34.0836,-118.3487,1/12/2021 0:00,1/12/2020 0:00,1800,7,Wilshire,702,2,23,M,H,OTHER BUSINESS,400,IC,Invest Cont,Violent Crimes
6100 NEVADA AV,34.1809,-118.6089,1/12/2022 0:00,3/8/2020 0:00,2200,21,Topanga,2155,1,35,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
3400 GRANVILLE AV,34.0156,-118.4347,1/13/2020 0:00,1/9/2020 0:00,1,14,Pacific,1424,1,18,F,W,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
700 S ALVARADO ST,34.0565,-118.2768,1/13/2020 0:00,1/12/2020 0:00,2310,2,Rampart,265,1,16,M,H,ALLEY,512,AO,Adult Other,Property Crimes
1700 W VENICE BL,34.0443,-118.2916,1/13/2020 0:00,1/12/2020 0:00,2300,20,Olympic,2076,1,0,X,X,RESTAURANT/FAST FOOD,500,IC,Invest Cont,Property Crimes
100 S VERMONT AV,34.0728,-118.2917,1/13/2020 0:00,1/13/2020 0:00,2005,20,Olympic,2019,2,18,M,H,PARKING LOT,400,IC,Invest Cont,Violent Crimes
88TH PL,33.9568,-118.2804,1/13/2020 0:00,1/13/2020 0:00,430,18,Southeast,1802,1,41,F,B,STREET,207,IC,Invest Cont,Crimes against Public Order
FAIRFAX,34.0981,-118.3615,1/13/2020 0:00,1/13/2020 0:00,1145,6,Hollywood,642,1,23,M,O,STREET,102,IC,Invest Cont,Crimes against Public Order
1100 S HARVARD BL,34.049,-118.3066,1/13/2020 0:00,1/13/2020 0:00,1645,20,Olympic,2063,2,44,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",302,IC,Invest Cont,Violent Crimes
100 W 60TH ST,33.9852,-118.2739,1/13/2020 0:00,1/13/2020 0:00,830,13,Newton,1383,2,50,F,H,SINGLE FAMILY DWELLING,400,JA,Juv Arrest,Violent Crimes
5300 PLAYA VISTA DR,33.9775,-118.4292,1/13/2020 0:00,1/13/2020 0:00,1340,14,Pacific,1463,1,34,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AA,Adult Arrest,Violent Crimes
2000 W 8TH ST,34.0544,-118.2767,1/13/2020 0:00,1/13/2020 0:00,1900,2,Rampart,265,2,55,F,H,STAIRWELL*,400,AO,Adult Other,Violent Crimes
600 W 50TH ST,33.9974,-118.2842,1/13/2020 0:00,1/13/2020 0:00,1530,12,77th Street,1208,2,27,F,B,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
14000 WEIDNER ST,34.2621,-118.4385,1/13/2020 0:00,1/13/2020 0:00,1800,16,Foothill,1621,1,23,F,H,STREET,102,IC,Invest Cont,Property Crimes
14200 SYLVAN ST,34.1847,-118.4422,1/13/2020 0:00,1/13/2020 0:00,1130,9,Van Nuys,935,1,57,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",216,AA,Adult Arrest,Violent Crimes
WILSHIRE BL,34.0634,-118.3653,1/13/2020 0:00,1/13/2020 0:00,1130,7,Wilshire,732,1,63,M,W,STREET,512,IC,Invest Cont,Violent Crimes
600 S SOTO ST,34.0375,-118.2137,1/13/2020 0:00,1/13/2020 0:00,1400,4,Hollenbeck,477,2,61,M,H,SIDEWALK,400,IC,Invest Cont,Violent Crimes
16200 PARTHENIA ST,34.2284,-118.4851,1/13/2020 0:00,1/13/2020 0:00,1130,17,Devonshire,1797,2,36,F,O,PARKING LOT,112,AA,Adult Arrest,Violent Crimes
99TH,33.9465,-118.2652,1/13/2020 0:00,1/13/2020 0:00,845,18,Southeast,1823,1,43,F,H,STREET,307,AO,Adult Other,Violent Crimes
2200 ELSINORE ST,34.079,-118.265,1/13/2021 0:00,12/30/2020 0:00,1500,11,Northeast,1181,2,16,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Crimes against Persons
